Contrast,Similarity
1 vs. 1,0.716666667
1 vs. 1,0.472315593
1 vs. 1,0.522315593
1 vs. 1,0.606302521
1 vs. 1,0.650746965
1 vs. 1,0.62770775
1 vs. 1,0.577917834
1 vs. 1,0.685577342
1 vs. 1,0.634364002
1 vs. 1,0.701030669
1 vs. 1,0.604348919
1 vs. 1,0.537682252
1 vs. 1,0.468853695
1 vs. 1,0.566479925
1 vs. 1,0.561640212
1 vs. 1,0.583333333
1 vs. 1,0.426470588
1 vs. 1,0.493137255
1 vs. 1,0.382026144
1 vs. 1,0.438536953
1 vs. 1,0.50520362
1 vs. 1,0.394092509
1 vs. 1,0.446862745
1 vs. 1,0.396862745
1 vs. 1,0.702488688
1 vs. 1,0.668300654
1 vs. 1,0.618602313
1 vs. 1,0.718602313
1 vs. 1,0.573856209
1 vs. 1,0.460504202
1 vs. 1,0.510504202
1 vs. 1,0.460550887
1 vs. 1,0.527217554
1 vs. 1,0.49388422
1 vs. 1,0.450910364
1 vs. 1,0.537330317
1 vs. 1,0.63767507
1 vs. 1,0.462838469
1 vs. 1,0.589215686
1 vs. 1,0.335520362
1 vs. 1,0.503688142
1 vs. 1,0.65210084
1 vs. 1,0.618767507
1 vs. 1,0.707656396
1 vs. 1,0.522689076
1 vs. 1,0.538235294
1 vs. 1,0.56092437
1 vs. 1,0.51092437
1 vs. 1,0.488109603
1 vs. 1,0.44388422
1 vs. 1,0.674459527
1 vs. 1,0.505742297
1 vs. 1,0.426696833
1 vs. 1,0.50737389
1 vs. 1,0.7268728
1 vs. 1,0.633459025
1 vs. 1,0.544570136
1 vs. 1,0.498064354
1 vs. 1,0.504070378
1 vs. 1,0.506799899
1 vs. 1,0.41546003
1 vs. 1,0.5239819
1 vs. 1,0.599183007
1 vs. 1,0.446405229
1 vs. 1,0.635319256
1 vs. 1,0.463423831
1 vs. 1,0.596757164
1 vs. 1,0.593137255
1 vs. 1,0.529411765
1 vs. 1,0.540849673
1 vs. 1,0.521381886
1 vs. 1,0.436463047
1 vs. 1,0.61354638
1 vs. 1,0.514460784
1 vs. 1,0.712745098
1 vs. 1,0.504341737
1 vs. 1,0.595600804
1 vs. 1,0.462267471
1 vs. 1,0.595600804
1 vs. 1,0.483760684
1 vs. 1,0.467094017
1 vs. 1,0.630090498
1 vs. 1,0.59519141
1 vs. 1,0.559547152
1 vs. 1,0.496311858
1 vs. 1,0.673831071
1 vs. 1,0.433053221
1 vs. 1,0.542717087
1 vs. 1,0.551633987
1 vs. 1,0.562745098
1 vs. 1,0.519917882
1 vs. 1,0.649816176
1 vs. 1,0.587316176
1 vs. 1,0.681372549
1 vs. 1,0.605368814
1 vs. 1,0.52369281
1 vs. 1,0.690359477
1 vs. 1,0.589379085
1 vs. 1,0.513818861
1 vs. 1,0.547794118
1 vs. 1,0.605368814
1 vs. 1,0.635369532
1 vs. 1,0.519117647
1 vs. 1,0.485784314
1 vs. 1,0.611531279
1 vs. 1,0.706535948
1 vs. 1,0.539391654
1 vs. 1,0.466153128
1 vs. 1,0.715761689
1 vs. 1,0.782428356
1 vs. 1,0.773039216
1 vs. 1,0.706372549
1 vs. 1,0.673039216
1 vs. 1,0.756372549
1 vs. 1,0.773039216
1 vs. 1,0.74372549
1 vs. 1,0.594537815
1 vs. 1,0.533408748
1 vs. 1,0.5971091
1 vs. 1,0.618903972
1 vs. 1,0.535570639
1 vs. 1,0.542433384
1 vs. 1,0.600670354
1 vs. 1,0.61214178
1 vs. 1,0.550731404
1 vs. 1,0.479713424
1 vs. 1,0.618275515
1 vs. 1,0.937192056
1 vs. 1,0.785394671
1 vs. 1,0.77052539
1 vs. 1,0.591568627
1 vs. 1,0.546078431
1 vs. 1,0.389309057
1 vs. 1,0.423202614
1 vs. 1,0.429505135
1 vs. 1,0.422297637
1 vs. 1,0.628823529
1 vs. 1,0.789982403
1 vs. 1,0.554995331
1 vs. 1,0.734836601
1 vs. 1,0.612614379
1 vs. 1,0.57372549
1 vs. 1,0.47372549
1 vs. 1,0.545555556
1 vs. 1,0.545555556
1 vs. 1,0.547189542
1 vs. 1,0.57496732
1 vs. 1,0.541036415
1 vs. 1,0.574369748
1 vs. 1,0.566490699
1 vs. 1,0.605182073
1 vs. 1,0.610737628
1 vs. 1,0.610633484
1 vs. 1,0.494070962
1 vs. 1,0.577300151
1 vs. 1,0.602073906
1 vs. 1,0.842565359
1 vs. 1,0.664787582
1 vs. 1,0.525898693
1 vs. 1,0.823039216
1 vs. 1,0.656372549
1 vs. 1,0.550490196
1 vs. 1,0.562091503
1 vs. 1,0.665761689
1 vs. 1,0.699095023
1 vs. 1,0.712745098
1 vs. 1,0.701633987
1 vs. 1,0.623856209
1 vs. 1,0.557189542
1 vs. 1,0.579901961
1 vs. 1,0.666063348
1 vs. 1,0.599396682
1 vs. 1,0.450420168
1 vs. 1,0.383753501
1 vs. 1,0.376405229
1 vs. 1,0.550793651
1 vs. 1,0.650793651
1 vs. 1,0.614472456
1 vs. 1,0.470028011
1 vs. 1,0.625583567
1 vs. 1,0.612745098
1 vs. 1,0.79859944
1 vs. 1,0.865266106
1 vs. 1,0.776998492
1 vs. 1,0.610331825
1 vs. 1,0.521116139
1 vs. 1,0.630316742
1 vs. 1,0.816163901
1 vs. 1,0.399533147
1 vs. 1,0.392670401
1 vs. 1,0.52640056
1 vs. 1,0.52394958
1 vs. 1,0.587983912
1 vs. 1,0.654650578
1 vs. 1,0.621317245
1 vs. 1,0.687983912
1 vs. 1,0.648272642
1 vs. 1,0.654313725
1 vs. 1,0.575210084
1 vs. 1,0.575210084
1 vs. 1,0.675210084
1 vs. 1,0.675210084
1 vs. 1,0.458543417
1 vs. 1,0.845475113
1 vs. 1,0.678808446
1 vs. 1,0.84638009
1 vs. 1,0.713046757
1 vs. 1,0.789919558
1 vs. 1,0.656586224
1 vs. 1,0.789919558
1 vs. 1,0.656586224
1 vs. 1,0.677300151
1 vs. 1,0.571008403
1 vs. 1,0.639803922
1 vs. 1,0.641036415
1 vs. 1,0.531232493
1 vs. 1,0.507013575
1 vs. 1,0.636535948
1 vs. 1,0.687189542
1 vs. 1,0.694864613
1 vs. 1,0.594864613
1 vs. 1,0.783753501
1 vs. 1,0.564565826
1 vs. 1,0.577903469
1 vs. 1,0.645475113
1 vs. 1,0.634836601
1 vs. 1,0.712614379
1 vs. 1,0.579281046
1 vs. 1,0.611858077
1 vs. 1,0.677727501
1 vs. 1,0.510935143
1 vs. 1,0.781221719
1 vs. 1,0.680618401
1 vs. 1,0.747285068
1 vs. 1,0.849095023
1 vs. 1,0.582428356
1 vs. 1,0.749095023
1 vs. 1,0.362826797
1 vs. 1,0.636788049
1 vs. 1,0.570121382
1 vs. 1,0.678205128
1 vs. 1,0.678205128
1 vs. 1,0.611538462
1 vs. 1,0.528823529
1 vs. 1,0.52745098
1 vs. 1,0.468464052
1 vs. 1,0.390826331
1 vs. 1,0.521356209
1 vs. 1,0.61996732
1 vs. 1,0.638888889
1 vs. 1,0.649824032
1 vs. 1,0.610935143
1 vs. 1,0.593363499
1 vs. 1,0.64379085
1 vs. 1,0.583157366
1 vs. 1,0.632252388
1 vs. 1,0.715585721
1 vs. 1,0.582252388
1 vs. 1,0.730457516
1 vs. 1,0.56379085
1 vs. 1,0.679713424
1 vs. 1,0.579713424
1 vs. 1,0.527567694
1 vs. 1,0.812614379
1 vs. 1,0.645947712
1 vs. 1,0.845947712
1 vs. 1,0.679281046
1 vs. 1,0.595947712
1 vs. 1,0.4739819
1 vs. 1,0.407315234
1 vs. 1,0.507315234
1 vs. 1,0.407315234
1 vs. 1,0.566490699
1 vs. 1,0.499824032
1 vs. 1,0.815826331
1 vs. 1,0.682492997
1 vs. 1,0.632554047
1 vs. 1,0.880316742
1 vs. 1,0.746983409
1 vs. 1,0.654348919
1 vs. 1,0.621015586
1 vs. 1,0.814856712
1 vs. 1,0.637078934
1 vs. 1,0.543036702
1 vs. 1,0.501503268
1 vs. 1,0.563423831
1 vs. 1,0.499723479
1 vs. 1,0.696455505
1 vs. 1,0.629788839
1 vs. 1,0.612745098
1 vs. 1,0.561694678
1 vs. 1,0.572574158
1 vs. 1,0.715228758
1 vs. 1,0.715228758
1 vs. 1,0.581895425
1 vs. 1,0.671895425
1 vs. 1,0.669934641
1 vs. 1,0.741596639
1 vs. 1,0.564705882
1 vs. 1,0.548039216
1 vs. 1,0.604117647
1 vs. 1,0.457282913
1 vs. 1,0.603501401
1 vs. 1,0.644268477
1 vs. 1,0.57760181
1 vs. 1,0.47760181
1 vs. 1,0.67464986
1 vs. 1,0.639635854
1 vs. 1,0.844871795
1 vs. 1,0.611538462
1 vs. 1,0.633760684
1 vs. 1,0.581139122
1 vs. 1,0.592250233
1 vs. 1,0.5589169
1 vs. 1,0.547805789
1 vs. 1,0.658235294
1 vs. 1,0.515887381
1 vs. 1,0.518903972
1 vs. 1,0.653516962
1 vs. 1,0.720183629
1 vs. 1,0.444268477
1 vs. 1,0.571078431
1 vs. 1,0.545173454
1 vs. 1,0.504995331
1 vs. 1,0.543837535
1 vs. 1,0.540045249
1 vs. 1,0.571907994
1 vs. 1,0.673378582
1 vs. 1,0.623378582
1 vs. 1,0.628934138
1 vs. 1,0.640045249
1 vs. 1,0.473378582
1 vs. 1,0.578934138
1 vs. 1,0.503856209
1 vs. 1,0.425980392
1 vs. 1,0.595845005
1 vs. 1,0.557282913
1 vs. 1,0.441176471
1 vs. 1,0.373921569
1 vs. 1,0.473921569
1 vs. 1,0.60042735
1 vs. 1,0.492390289
1 vs. 1,0.470168067
1 vs. 1,0.470168067
1 vs. 1,0.459056956
1 vs. 1,0.634313725
1 vs. 1,0.556535948
1 vs. 1,0.816666667
1 vs. 1,0.549439776
1 vs. 1,0.609943978
1 vs. 1,0.648793363
1 vs. 1,0.648793363
1 vs. 1,0.721015586
1 vs. 1,0.787682252
1 vs. 1,0.787682252
1 vs. 1,0.663423831
1 vs. 1,0.696757164
1 vs. 1,0.612745098
1 vs. 1,0.55042735
1 vs. 1,0.63767507
1 vs. 1,0.578205128
1 vs. 1,0.578205128
1 vs. 1,0.6739819
1 vs. 1,0.532726424
1 vs. 1,0.548713235
1 vs. 1,0.571498599
1 vs. 1,0.441023284
1 vs. 1,0.492118416
1 vs. 1,0.47124183
1 vs. 1,0.687204625
1 vs. 1,0.894444444
1 vs. 1,0.694444444
1 vs. 1,0.617094017
1 vs. 1,0.879411765
1 vs. 1,0.712745098
1 vs. 1,0.579411765
1 vs. 1,0.579411765
1 vs. 1,0.579411765
1 vs. 1,0.646078431
1 vs. 1,0.812745098
1 vs. 1,0.679411765
1 vs. 1,0.543363499
1 vs. 1,0.543363499
1 vs. 1,0.543363499
1 vs. 1,0.610030166
1 vs. 1,0.873202614
1 vs. 1,0.62745098
1 vs. 1,0.441075918
1 vs. 1,0.472689076
1 vs. 1,0.717094017
1 vs. 1,0.517094017
1 vs. 1,0.76092437
1 vs. 1,0.694257703
1 vs. 1,0.66092437
1 vs. 1,0.744871795
1 vs. 1,0.678205128
1 vs. 1,0.540392157
1 vs. 1,0.722951232
1 vs. 1,0.517697335
1 vs. 1,0.708220211
1 vs. 1,0.927476119
1 vs. 1,0.889919558
1 vs. 1,0.723252891
1 vs. 1,0.723252891
1 vs. 1,0.540522876
1 vs. 1,0.604313725
1 vs. 1,0.618665898
1 vs. 1,0.649095023
1 vs. 1,0.506535948
1 vs. 1,0.579411765
1 vs. 1,0.512745098
1 vs. 1,0.507315234
1 vs. 1,0.507315234
1 vs. 1,0.644631186
1 vs. 1,0.63907563
1 vs. 1,0.561297852
1 vs. 1,0.577964519
1 vs. 1,0.81618904
1 vs. 1,0.462745098
1 vs. 1,0.478506787
1 vs. 1,0.578506787
1 vs. 1,0.551960784
1 vs. 1,0.441596639
1 vs. 1,0.853569633
1 vs. 1,0.775791855
1 vs. 1,0.69204793
1 vs. 1,0.709897292
1 vs. 1,0.778524743
1 vs. 1,0.637908497
1 vs. 1,0.565686275
1 vs. 1,0.637908497
1 vs. 1,0.704575163
1 vs. 1,0.565686275
1 vs. 1,0.608220211
1 vs. 1,0.695490196
1 vs. 1,0.629008074
1 vs. 1,0.877591036
1 vs. 1,0.677591036
1 vs. 1,0.568930906
1 vs. 1,0.706022409
1 vs. 1,0.66713352
1 vs. 1,0.594911298
1 vs. 1,0.539355742
1 vs. 1,0.639355742
1 vs. 1,0.634836601
1 vs. 1,0.464624183
1 vs. 1,0.53129085
1 vs. 1,0.53129085
1 vs. 1,0.727871148
1 vs. 1,0.750093371
1 vs. 1,0.616760037
1 vs. 1,0.849095023
1 vs. 1,0.782428356
1 vs. 1,0.512179487
1 vs. 1,0.513650075
1 vs. 1,0.585570639
1 vs. 1,0.652237305
1 vs. 1,0.585570639
1 vs. 1,0.718903972
1 vs. 1,0.812745098
1 vs. 1,0.73496732
1 vs. 1,0.654927099
1 vs. 1,0.482726424
1 vs. 1,0.847338936
1 vs. 1,0.646078431
1 vs. 1,0.644268477
1 vs. 1,0.644268477
1 vs. 1,0.60921003
1 vs. 1,0.648617396
1 vs. 1,0.615284062
1 vs. 1,0.611840121
1 vs. 1,0.579713424
1 vs. 1,0.646078431
1 vs. 1,0.615284062
1 vs. 1,0.577170868
1 vs. 1,0.510504202
1 vs. 1,0.742717087
1 vs. 1,0.742717087
1 vs. 1,0.658823529
1 vs. 1,0.602790347
1 vs. 1,0.546078431
1 vs. 1,0.646078431
1 vs. 1,0.612745098
1 vs. 1,0.638838612
1 vs. 1,0.642875817
1 vs. 1,0.615098039
1 vs. 1,0.653092006
1 vs. 1,0.49682001
1 vs. 1,0.491897101
1 vs. 1,0.525661376
1 vs. 1,0.578205128
1 vs. 1,0.728205128
1 vs. 1,0.661538462
1 vs. 1,0.430588235
1 vs. 1,0.478306878
1 vs. 1,0.6589169
1 vs. 1,0.6589169
1 vs. 1,0.394871795
1 vs. 1,0.396862745
1 vs. 1,0.516106443
1 vs. 1,0.553034547
1 vs. 1,0.564923747
1 vs. 1,0.80231272
1 vs. 1,0.635646053
1 vs. 1,0.735646053
1 vs. 1,0.568979387
1 vs. 1,0.582773109
1 vs. 1,0.638235294
1 vs. 1,0.651030669
1 vs. 1,0.436312217
1 vs. 1,0.521568627
1 vs. 1,0.591568627
1 vs. 1,0.408235294
1 vs. 1,0.550485819
1 vs. 1,0.487985819
1 vs. 1,0.600915033
1 vs. 1,0.534248366
1 vs. 1,0.68496732
1 vs. 1,0.562745098
1 vs. 1,0.844257703
1 vs. 1,0.677591036
1 vs. 1,0.777591036
1 vs. 1,0.61092437
1 vs. 1,0.629281046
1 vs. 1,0.629281046
1 vs. 1,0.509215686
1 vs. 1,0.602941176
1 vs. 1,0.459175465
1 vs. 1,0.629069406
1 vs. 1,0.462614379
1 vs. 1,0.629281046
1 vs. 1,0.55563097
1 vs. 1,0.835060691
1 vs. 1,0.690616246
1 vs. 1,0.638662645
1 vs. 1,0.65280112
1 vs. 1,0.519467787
1 vs. 1,0.77802916
1 vs. 1,0.644695827
1 vs. 1,0.579971989
1 vs. 1,0.780015083
1 vs. 1,0.694444444
1 vs. 1,0.43898226
1 vs. 1,0.427871148
1 vs. 1,0.606302521
1 vs. 1,0.561858077
1 vs. 1,0.555485528
1 vs. 1,0.711251167
1 vs. 1,0.630021786
1 vs. 1,0.61214178
1 vs. 1,0.81214178
1 vs. 1,0.521015586
1 vs. 1,0.454348919
1 vs. 1,0.568853695
1 vs. 1,0.566479925
1 vs. 1,0.561640212
1 vs. 1,0.55
1 vs. 1,0.559803922
1 vs. 1,0.593137255
1 vs. 1,0.365359477
1 vs. 1,0.571870287
1 vs. 1,0.60520362
1 vs. 1,0.377425842
1 vs. 1,0.546862745
1 vs. 1,0.380196078
1 vs. 1,0.835822021
1 vs. 1,0.646078431
1 vs. 1,0.718602313
1 vs. 1,0.685268979
1 vs. 1,0.68496732
1 vs. 1,0.443837535
1 vs. 1,0.577170868
1 vs. 1,0.460550887
1 vs. 1,0.660550887
1 vs. 1,0.560550887
1 vs. 1,0.434243697
1 vs. 1,0.67066365
1 vs. 1,0.771008403
1 vs. 1,0.351727358
1 vs. 1,0.555882353
1 vs. 1,0.385520362
1 vs. 1,0.503688142
1 vs. 1,0.785434174
1 vs. 1,0.718767507
1 vs. 1,0.685434174
1 vs. 1,0.522689076
1 vs. 1,0.538235294
1 vs. 1,0.66092437
1 vs. 1,0.61092437
1 vs. 1,0.621442936
1 vs. 1,0.44388422
1 vs. 1,0.785570639
1 vs. 1,0.505742297
1 vs. 1,0.476696833
1 vs. 1,0.55737389
1 vs. 1,0.8268728
1 vs. 1,0.577903469
1 vs. 1,0.511236802
1 vs. 1,0.498064354
1 vs. 1,0.425945378
1 vs. 1,0.556799899
1 vs. 1,0.398793363
1 vs. 1,0.5739819
1 vs. 1,0.665849673
1 vs. 1,0.513071895
1 vs. 1,0.701985923
1 vs. 1,0.530090498
1 vs. 1,0.730090498
1 vs. 1,0.659803922
1 vs. 1,0.562745098
1 vs. 1,0.50751634
1 vs. 1,0.654715219
1 vs. 1,0.483338047
1 vs. 1,0.545838047
1 vs. 1,0.514460784
1 vs. 1,0.812745098
1 vs. 1,0.63767507
1 vs. 1,0.645600804
1 vs. 1,0.512267471
1 vs. 1,0.512267471
1 vs. 1,0.55042735
1 vs. 1,0.517094017
1 vs. 1,0.596757164
1 vs. 1,0.539635854
1 vs. 1,0.53732493
1 vs. 1,0.474089636
1 vs. 1,0.590497738
1 vs. 1,0.483053221
1 vs. 1,0.616569705
1 vs. 1,0.64221073
1 vs. 1,0.534627954
1 vs. 1,0.557983193
1 vs. 1,0.557983193
1 vs. 1,0.512217195
1 vs. 1,0.575263952
1 vs. 1,0.465309201
1 vs. 1,0.55505279
1 vs. 1,0.554524887
1 vs. 1,0.437594268
1 vs. 1,0.645442793
1 vs. 1,0.575263952
1 vs. 1,0.628501401
1 vs. 1,0.44321267
1 vs. 1,0.411161388
1 vs. 1,0.578883861
1 vs. 1,0.616596639
1 vs. 1,0.547021116
1 vs. 1,0.551131222
1 vs. 1,0.6822883
1 vs. 1,0.605365223
1 vs. 1,0.647058824
1 vs. 1,0.647058824
1 vs. 1,0.570135747
1 vs. 1,0.550904977
1 vs. 1,0.647058824
1 vs. 1,0.618930906
1 vs. 1,0.563348416
1 vs. 1,0.566968326
1 vs. 1,0.785822021
1 vs. 1,0.750188537
1 vs. 1,0.711726998
1 vs. 1,0.58785822
1 vs. 1,0.810532931
1 vs. 1,0.919198449
1 vs. 1,0.982762336
1 vs. 1,0.865761689
1 vs. 1,0.316557734
1 vs. 1,0.536013072
1 vs. 1,0.453986928
1 vs. 1,0.436013072
1 vs. 1,0.601163542
1 vs. 1,0.642533937
1 vs. 1,0.388386124
1 vs. 1,0.439668175
1 vs. 1,0.411953243
1 vs. 1,0.438763198
1 vs. 1,0.60331825
1 vs. 1,0.703092006
1 vs. 1,0.443815988
1 vs. 1,0.617296919
1 vs. 1,0.587535014
1 vs. 1,0.523755656
1 vs. 1,0.600678733
1 vs. 1,0.839932127
1 vs. 1,0.839932127
1 vs. 1,0.830128205
1 vs. 1,0.798076923
1 vs. 1,0.836349925
1 vs. 1,0.797888386
1 vs. 1,0.501238957
1 vs. 1,0.605429864
1 vs. 1,0.650301659
1 vs. 1,0.760935143
1 vs. 1,0.573378582
1 vs. 1,0.876319759
1 vs. 1,0.643665158
1 vs. 1,0.612745098
1 vs. 1,0.497360483
1 vs. 1,0.657616893
1 vs. 1,0.582983193
1 vs. 1,0.475840336
1 vs. 1,0.594537815
1 vs. 1,0.510180995
1 vs. 1,0.514505802
1 vs. 1,0.480205415
1 vs. 1,0.596113445
1 vs. 1,0.699903038
1 vs. 1,0.520415859
1 vs. 1,0.48195432
1 vs. 1,0.724886878
1 vs. 1,0.634130575
1 vs. 1,0.59841629
1 vs. 1,0.457088989
1 vs. 1,0.610935143
1 vs. 1,0.528657617
1 vs. 1,0.664727429
1 vs. 1,0.796110752
1 vs. 1,0.538084465
1 vs. 1,0.40346908
1 vs. 1,0.550904977
1 vs. 1,0.815045249
1 vs. 1,0.628033731
1 vs. 1,0.628033731
1 vs. 1,0.72775264
1 vs. 1,0.612368024
1 vs. 1,0.644042232
1 vs. 1,0.494747899
1 vs. 1,0.663865546
1 vs. 1,0.400037707
1 vs. 1,0.389291101
1 vs. 1,0.355957768
1 vs. 1,0.369532428
1 vs. 1,0.598954967
1 vs. 1,0.675878044
1 vs. 1,0.556172469
1 vs. 1,0.62760104
1 vs. 1,0.582202112
1 vs. 1,0.635100194
1 vs. 1,0.608920491
1 vs. 1,0.608920491
1 vs. 1,0.570458953
1 vs. 1,0.724305107
1 vs. 1,0.724305107
1 vs. 1,0.672268908
1 vs. 1,0.56512605
1 vs. 1,0.626361656
1 vs. 1,0.526361656
1 vs. 1,0.660364146
1 vs. 1,0.553221289
1 vs. 1,0.660364146
1 vs. 1,0.553221289
1 vs. 1,0.637254902
1 vs. 1,0.533182504
1 vs. 1,0.612368024
1 vs. 1,0.613574661
1 vs. 1,0.566063348
1 vs. 1,0.914932127
1 vs. 1,0.571886447
1 vs. 1,0.58904331
1 vs. 1,0.675037707
1 vs. 1,0.546832579
1 vs. 1,0.566063348
1 vs. 1,0.52760181
1 vs. 1,0.63800905
1 vs. 1,0.649321267
1 vs. 1,0.607088989
1 vs. 1,0.619909502
1 vs. 1,0.504524887
1 vs. 1,0.666289593
1 vs. 1,0.664027149
1 vs. 1,0.704374057
1 vs. 1,0.561879297
1 vs. 1,0.480653595
1 vs. 1,0.547320261
1 vs. 1,0.525163399
1 vs. 1,0.575163399
1 vs. 1,0.425163399
1 vs. 1,0.331340228
1 vs. 1,0.675037707
1 vs. 1,0.59811463
1 vs. 1,0.688536953
1 vs. 1,0.688536953
1 vs. 1,0.650075415
1 vs. 1,0.641779789
1 vs. 1,0.45
1 vs. 1,0.384766214
1 vs. 1,0.417043741
1 vs. 1,0.659733894
1 vs. 1,0.469957983
1 vs. 1,0.645248869
1 vs. 1,0.663046757
1 vs. 1,0.637405732
1 vs. 1,0.554977376
1 vs. 1,0.489140271
1 vs. 1,0.604449472
1 vs. 1,0.606259427
1 vs. 1,0.798567119
1 vs. 1,0.683182504
1 vs. 1,0.556291747
1 vs. 1,0.440907132
1 vs. 1,0.70607089
1 vs. 1,0.603506787
1 vs. 1,0.469683258
1 vs. 1,0.658963585
1 vs. 1,0.551820728
1 vs. 1,0.658963585
1 vs. 1,0.551820728
1 vs. 1,0.557773109
1 vs. 1,0.921266968
1 vs. 1,0.690497738
1 vs. 1,0.88280543
1 vs. 1,0.690497738
1 vs. 1,0.546757164
1 vs. 1,0.469834087
1 vs. 1,0.645550528
1 vs. 1,0.530165913
1 vs. 1,0.522624434
1 vs. 1,0.559313725
1 vs. 1,0.498202614
1 vs. 1,0.630844646
1 vs. 1,0.476998492
1 vs. 1,0.634238311
1 vs. 1,0.570135747
1 vs. 1,0.643438914
1 vs. 1,0.645550528
1 vs. 1,0.565158371
1 vs. 1,0.56994721
1 vs. 1,0.71719457
1 vs. 1,0.640271493
1 vs. 1,0.680672269
1 vs. 1,0.509049774
1 vs. 1,0.629864253
1 vs. 1,0.71040724
1 vs. 1,0.71040724
1 vs. 1,0.595022624
1 vs. 1,0.490357682
1 vs. 1,0.634766214
1 vs. 1,0.688687783
1 vs. 1,0.708898944
1 vs. 1,0.708898944
1 vs. 1,0.569381599
1 vs. 1,0.561840121
1 vs. 1,0.64479638
1 vs. 1,0.667259211
1 vs. 1,0.648028442
1 vs. 1,0.609566904
1 vs. 1,0.549396682
1 vs. 1,0.708823529
1 vs. 1,0.650614092
1 vs. 1,0.535229476
1 vs. 1,0.573691015
1 vs. 1,0.589366516
1 vs. 1,0.589366516
1 vs. 1,0.589366516
1 vs. 1,0.589366516
1 vs. 1,0.562702004
1 vs. 1,0.82918552
1 vs. 1,0.792232278
1 vs. 1,0.715255333
1 vs. 1,0.638332256
1 vs. 1,0.726244344
1 vs. 1,0.460588235
1 vs. 1,0.747926094
1 vs. 1,0.463046757
1 vs. 1,0.99321267
1 vs. 1,0.991855204
1 vs. 1,0.858371041
1 vs. 1,0.761085973
1 vs. 1,0.799547511
1 vs. 1,0.767496229
1 vs. 1,0.741855204
1 vs. 1,0.913122172
1 vs. 1,0.945173454
1 vs. 1,0.632730015
1 vs. 1,0.378258996
1 vs. 1,0.570701357
1 vs. 1,0.523378582
1 vs. 1,0.728183581
1 vs. 1,0.351319759
1 vs. 1,0.466704374
1 vs. 1,0.612152553
1 vs. 1,0.516591252
1 vs. 1,0.593514329
1 vs. 1,0.516591252
1 vs. 1,0.580693816
1 vs. 1,0.798642534
1 vs. 1,0.670437406
1 vs. 1,0.599339736
1 vs. 1,0.514328808
1 vs. 1,0.574337427
1 vs. 1,0.587926779
1 vs. 1,0.530234471
1 vs. 1,0.600747292
1 vs. 1,0.63920883
1 vs. 1,0.716131907
1 vs. 1,0.61407563
1 vs. 1,0.48907563
1 vs. 1,0.541106443
1 vs. 1,0.69984917
1 vs. 1,0.610105581
1 vs. 1,0.880844646
1 vs. 1,0.868024133
1 vs. 1,0.684162896
1 vs. 1,0.595776772
1 vs. 1,0.575070028
1 vs. 1,0.754524887
1 vs. 1,0.448669468
1 vs. 1,0.511689291
1 vs. 1,0.560816634
1 vs. 1,0.514355742
1 vs. 1,0.470494865
1 vs. 1,0.403828198
1 vs. 1,0.830693816
1 vs. 1,0.623529412
1 vs. 1,0.523529412
1 vs. 1,0.571832579
1 vs. 1,0.571832579
1 vs. 1,0.571832579
1 vs. 1,0.648755656
1 vs. 1,0.648755656
1 vs. 1,0.533371041
1 vs. 1,0.456407563
1 vs. 1,0.456407563
1 vs. 1,0.456407563
1 vs. 1,0.527836134
1 vs. 1,0.568977591
1 vs. 1,0.705882353
1 vs. 1,0.523001508
1 vs. 1,0.573303167
1 vs. 1,0.643557423
1 vs. 1,0.451249731
1 vs. 1,0.716289593
1 vs. 1,0.716289593
1 vs. 1,0.639366516
1 vs. 1,0.720211161
1 vs. 1,0.643288084
1 vs. 1,0.594268477
1 vs. 1,0.715363068
1 vs. 1,0.693438914
1 vs. 1,0.762120233
1 vs. 1,0.581045752
1 vs. 1,0.549673203
1 vs. 1,0.449673203
1 vs. 1,0.449673203
1 vs. 1,0.44984917
1 vs. 1,0.514248007
1 vs. 1,0.52811894
1 vs. 1,0.6822883
1 vs. 1,0.715309201
1 vs. 1,0.648755656
1 vs. 1,0.571832579
1 vs. 1,0.797349709
1 vs. 1,0.720426632
1 vs. 1,0.599924585
1 vs. 1,0.606334842
1 vs. 1,0.676847662
1 vs. 1,0.715309201
1 vs. 1,0.667016807
1 vs. 1,0.590928679
1 vs. 1,0.762443439
1 vs. 1,0.7239819
1 vs. 1,0.709049774
1 vs. 1,0.573906486
1 vs. 1,0.624218918
1 vs. 1,0.598577893
1 vs. 1,0.57861991
1 vs. 1,0.680618401
1 vs. 1,0.593438914
1 vs. 1,0.67620125
1 vs. 1,0.605688429
1 vs. 1,0.522355096
1 vs. 1,0.624919198
1 vs. 1,0.874919198
1 vs. 1,0.835294118
1 vs. 1,0.718702866
1 vs. 1,0.601809955
1 vs. 1,0.575840336
1 vs. 1,0.468697479
1 vs. 1,0.696638655
1 vs. 1,0.669457014
1 vs. 1,0.643815988
1 vs. 1,0.611764706
1 vs. 1,0.534841629
1 vs. 1,0.74638009
1 vs. 1,0.741704374
1 vs. 1,0.613445378
1 vs. 1,0.690368455
1 vs. 1,0.671137686
1 vs. 1,0.554901961
1 vs. 1,0.554901961
1 vs. 1,0.454901961
1 vs. 1,0.546872082
1 vs. 1,0.669267707
1 vs. 1,0.707013575
1 vs. 1,0.878959276
1 vs. 1,0.705316742
1 vs. 1,0.871983409
1 vs. 1,0.795060332
1 vs. 1,0.718137255
